"benchmark_name","program_name","mutation_operator","parsing_time","plugin_time","resolution_time","verification_time","number_of_targets","scan_time"
"DafnyBench","Dafny_Programs_tmp_tmp99966ew4_trig","VER",2.2745,56.7643,231.9452,1226.8082,0,2572
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","ALL",2.1726,102.4874,402.1824,3186.4989,430,4767
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","AMR",3.0376,131.6439,580.1206,3999.1749,0,6176
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","BBR",2.1223,92.5164,416.3398,3201.0466,22,4834
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","BOR",2.0762,88.7985,420.4394,3223.1575,93,4814
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","CBE",2.1674,94.0456,437.7596,3190.5949,1,4867
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","CBR",2.0486,90.4234,427.4303,3218.1748,0,4872
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","CIR",2.0359,85.6899,400.7989,3116.4298,0,4663
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","DCR",2.0971,91.5644,428.1186,3181.4038,0,4834
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","EVR",2.0571,92.194,410.3342,3115.2692,59,4715
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","FAR",2.1839,89.2803,420.8734,3046.9581,0,4653
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","LBI",1.9353,84.4707,385.8975,2978.5531,10,4489
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","LSR",2.435,85.8668,409.5156,3175.2218,0,4798
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","LVR",3.0636,136.9931,621.6906,4117.3869,65,6439
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","MAP",2.1544,85.4409,403.1669,3085.246,0,4643
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","MCR",2.047,89.478,416.5433,3220.9814,0,4829
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","MMR",2.185,91.5946,406.0501,3162.1699,0,4773
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","MNR",2.2563,95.2829,413.8779,3491.1207,0,5105
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","MRR",2.2684,90.1376,398.5467,3056.8015,5,4648
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","MVR",1.9655,88.7757,394.3523,3065.9429,5,4591
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","ODL",2.1047,91.7708,415.0497,3300.5739,10,4893
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","PRV",2.1048,93.9583,433.8226,3210.6061,0,4887
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","SAR",2.0697,91.0763,410.6697,3172.5602,0,4756
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","SDL",2.0551,93.9974,408.9684,3153.9913,23,4738
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","SLD",2.0495,88.7699,399.7218,3100.4837,0,4703
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","SWS",2.0379,90.6695,399.0852,3090.9802,14,4653
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","SWV",2.2113,91.6861,400.9718,3103.35,2,4695
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","TAR",1.9292,86.6273,377.8295,2911.2993,0,4396
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","THD",1.9758,85.5332,397.8963,3165.676,0,4727
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","THI",1.9817,84.6681,392.4323,3045.9071,0,4585
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","UOD",2.6013,91.6509,408.6525,3163.6473,0,4783
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","UOI",2.0093,87.8653,408.5615,3161.4053,94,4705
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","VDL",1.99,87.8059,407.8697,3203.9882,0,4777
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples","VER",2.1066,93.7679,431.2893,3298.2121,34,4939
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","ALL",2.0577,81.4094,209.3583,1515.9787,42,2846
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","AMR",3.2249,110.3032,304.1024,2005.6894,0,3896
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","BBR",2.036,69.8642,202.7638,1490.9249,2,2779
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","BOR",2.3614,72.8462,212.4588,1672.1894,9,3076
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","CBE",2.0436,71.1492,204.8387,1529.9565,0,2834
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","CBR",2.041,69.3962,201.2118,1488.2698,0,2777
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","CIR",2.1086,75.0064,209.0743,1494.5379,0,2826
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","DCR",2.0447,76.0923,206.2868,1472.3866,0,2798
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","EVR",2.0168,73.4317,208.358,1500.5312,7,2799
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","FAR",2.4776,75.2836,219.1095,1531.5856,0,2888
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","LBI",2.4889,72.4556,207.1955,1484.8193,1,2823
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","LSR",2.0514,72.7269,210.3067,1518.3622,0,2876
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","LVR",2.0279,74.1725,202.9527,1508.9532,6,2862
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","MAP",2.0464,69.8423,203.4513,1477.224,0,2776
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","MCR",2.0989,70.3783,209.7646,1491.3048,0,2811
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","MMR",2.1339,78.6965,207.0402,1560.0757,0,2890
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","MNR",2.0436,70.8476,202.8127,1482.2816,0,2785
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","MRR",2.2254,80.8297,213.9349,1550.1602,0,2896
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","MVR",2.1258,72.6195,203.0027,1468.7832,0,2764
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","ODL",2.0201,68.8808,196.9651,1438.056,4,2727
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","PRV",2.0469,70.9069,204.4035,1545.2823,0,2839
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","SAR",1.9973,70.9325,205.3386,1545.3789,0,2854
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","SDL",2.513,73.21,203.0806,1495.9159,1,2791
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","SLD",2.0647,71.3714,204.1525,1548.7883,0,2850
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","SWS",2.0074,70.1599,203.9114,1537.6206,1,2818
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","SWV",2.088,73.3461,201.6858,1484.9627,0,2816
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","TAR",1.9858,71.7302,199.8747,1542.7271,0,2834
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","THD",2.0479,75.7533,208.7948,1538.2948,0,2875
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","THI",2.5611,75.8009,215.806,1501.1215,0,2858
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","UOD",2.0697,75.7372,214.1446,1498.5388,0,2866
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","UOI",2.1588,71.4854,202.8162,1517.2925,8,2855
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","VDL",2.1573,75.4777,207.4562,1538.2329,0,2867
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower","VER",2.1051,70.3648,201.843,1506.4177,3,2792
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","ALL",2.0773,88.2779,300.9361,1592.8546,68,3006
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","AMR",2.5832,79.8618,306.0255,1611.2503,0,3071
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","BBR",2.1623,80.3837,323.9857,1665.2555,4,3127
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","BOR",2.0805,78.2114,301.2512,1548.3256,14,2966
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","CBE",2.0074,76.0103,302.5436,1620.2478,0,3026
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","CBR",1.9908,74.433,297.7983,1532.2674,0,2925
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","CIR",2.1055,78.3141,319.6536,1552.6517,0,3024
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","DCR",2.1258,75.4558,302.0114,1584.1619,0,3024
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","EVR",2.1547,80.2498,308.2841,1568.6728,8,3005
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","FAR",2.1363,79.0887,310.5973,1577.6567,0,3015
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","LBI",2.302,81.9433,307.0106,1523.0029,2,2985
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","LSR",2.024,76.496,307.0603,1589.0507,0,3006
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","LVR",2.0614,83.6598,307.0067,1586.5125,8,3042
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","MAP",1.9861,77.1998,307.1326,1588.6545,0,3043
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","MCR",2.0704,76.1927,303.5702,1569.4251,0,2951
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","MMR",3.7017,83.8502,324.5022,1587.0349,0,3115
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","MNR",2.0183,75.532,298.9952,1578.1992,0,2993
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","MRR",1.9894,75.8266,294.6909,1519.4635,1,2889
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","MVR",2.015,84.3408,316.27,1561.9741,1,3027
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","ODL",2.1932,77.4225,302.5962,1601.2297,4,3044
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","PRV",2.2038,76.3825,306.0888,1600.7595,0,3025
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","SAR",2.0798,74.0375,297.7869,1547.8991,0,2956
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","SDL",2.1507,76.907,301.98,1579.1301,4,3022
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","SLD",2.0298,74.9092,298.7975,1590.3651,0,2979
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","SWS",2.0764,79.1125,308.7075,1576.9112,2,3021
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","SWV",2.1894,81.6638,303.325,1592.2557,0,3014
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","TAR",2.0305,80.1715,300.7443,1592.7796,0,3018
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","THD",2.0785,78.9367,306.9207,1595.0737,0,3041
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","THI",2.0116,76.8494,309.0343,1611.9995,0,3026
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","UOD",2.0615,78.5351,313.2264,1599.9319,0,3034
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","UOI",2.0032,75.2453,303.4527,1560.3596,14,2929
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","VDL",2.031,75.6038,303.2446,1585.3367,1,2973
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_CopyMatrix","VER",2.0631,79.4291,309.7196,1596.5465,6,3037
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","ALL",2.0155,82.6863,177.5353,1329.1386,81,2608
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","AMR",2.0079,71.2505,182.8858,1314.3087,0,2595
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","BBR",2.2364,68.4435,184.0244,1334.706,2,2615
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","BOR",2.01,67.8245,173.5087,1303.5573,13,2550
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","CBE",2.1449,66.632,183.3411,1308.9884,0,2583
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","CBR",2.0768,65.3243,173.8948,1338.7932,0,2590
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","CIR",2.0792,68.219,181.4909,1317.1437,0,2621
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","DCR",1.9866,67.2015,179.3409,1342.0868,0,2617
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","EVR",1.9556,68.5449,171.4833,1265.9821,12,2500
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","FAR",2.079,65.2524,170.8659,1275.6794,0,2512
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","LBI",2.158,67.342,179.2172,1294.8945,1,2558
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","LSR",2.1512,68.5474,178.1421,1359.8262,0,2622
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","LVR",2.3064,71.1616,178.0258,1293.4414,14,2590
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","MAP",2.076,69.6848,184.0048,1353.6562,0,2639
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","MCR",2.3633,69.1931,180.5019,1308.8618,0,2820
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","MMR",2.2815,69.1893,178.7774,1323.3763,0,2617
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","MNR",2.2324,70.3454,183.1364,1356.3712,0,2676
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","MRR",2.0994,66.8821,178.5035,1352.5011,0,2613
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","MVR",2.0479,77.1376,187.4631,1321.5333,0,2605
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","ODL",1.9862,67.6094,175.867,1332.7992,4,2618
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","PRV",2.1106,73.2935,185.7488,1358.0455,0,2628
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","SAR",2.4902,69.655,178.8545,1305.337,0,2587
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","SDL",3.0943,97.6975,261.2981,1785.6685,2,3512
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","SLD",1.9879,63.4426,166.7598,1230.3086,0,2400
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","SWS",2.1367,72.7731,181.3964,1326.8973,4,2597
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","SWV",1.9902,72.97,181.3183,1320.0034,2,2568
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","TAR",1.9982,71.8715,178.075,1332.6958,0,2600
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","THD",2.006,70.1391,185.5664,1372.7076,0,2645
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","THI",2.206,69.6786,187.6269,1382.7212,0,2718
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","UOD",2.0495,69.4716,182.1023,1341.0792,0,2632
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","UOI",2.0865,67.5771,180.3711,1335.1463,15,2593
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","VDL",2.1208,66.3844,176.9836,1325.9055,0,2606
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_Cube","VER",2.0619,73.9088,187.8419,1311.4512,14,2595
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","ALL",2.0391,91.0183,298.6721,1467.1527,48,2871
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","AMR",3.0909,113.7626,425.9824,2006.1766,0,3998
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","BBR",2.1264,89.3431,292.5165,1436.0334,2,2870
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","BOR",2.136,79.5404,299.5825,1478,9,2925
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","CBE",1.9628,83.3845,277.9666,1402.3579,0,2759
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","CBR",2.1025,82.4722,279.1216,1456.944,0,2813
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","CIR",1.9597,84.7044,282.2243,1369.3277,0,2749
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","DCR",2.0831,85.581,288.4562,1459.8546,0,2882
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","EVR",2.075,87.1457,292.5327,1452.1986,6,2884
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","FAR",2.1005,86.8765,290.7142,1488.8529,0,2919
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","LBI",2.0447,77.685,289.5191,1480.6795,1,2908
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","LSR",2.2493,80.4407,296.7687,1404.3044,0,2840
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","LVR",1.9897,87.8218,278.3243,1418.8308,7,2811
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","MAP",2.0934,84.5355,282.8226,1432.4278,0,2845
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","MCR",2.0406,85.208,298.416,1473.4163,0,2897
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","MMR",2.1734,81.7393,299.2994,1478.2549,0,2901
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","MNR",1.969,82.8715,276.8206,1406.6433,0,2774
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","MRR",2.0413,91.9845,286.0529,1425.4321,1,2836
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","MVR",2.4123,93.5492,282.6045,1416.6498,1,2820
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","ODL",2.0358,85.6783,292.0955,1454.5197,6,2899
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","PRV",1.9981,85.1417,288.2824,1416.3718,0,2840
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","SAR",2.0254,82.0924,281.8671,1414.9851,0,2812
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","SDL",2.4501,85.1101,324.5385,1627.7264,3,3168
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","SLD",2.0897,82.4503,303.3795,1495.1367,0,2934
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","SWS",1.9446,81.8058,273.9626,1394.5816,1,2744
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","SWV",2.3052,87.5661,280.9869,1452.5377,0,2861
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","TAR",2.0682,80.035,296.4631,1447.0048,0,2851
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","THD",2.1405,87.2707,283.9817,1453.0829,0,2906
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","THI",2.1737,88.9316,294.2208,1476.9359,0,2947
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","UOD",1.9995,83.152,271.3788,1413.7207,0,2760
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","UOI",2.0636,88.2377,294.1646,1470.8448,10,2923
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","VDL",2.0255,83.1043,273.3261,1378.6837,1,2794
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_DoubleArray","VER",2.0808,86.4602,276.7595,1390.6586,1,2792
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix","ALL",2.0314,89.2743,300.7277,1625.8261,77,3019
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix","AMR",2.061,81.8636,308.0424,1662.3039,0,3127
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix","BBR",2.0044,80.2319,319.1562,1641.3517,4,3096
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix","BOR",2.0707,77.9341,306.3372,1645.583,16,3071
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix","CBE",1.965,74.7783,301.4234,1603.0403,0,2993
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix","CBR",2.1039,75.8791,310.9303,1602.0742,0,3026
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix","CIR",2.0252,74.3575,303.414,1631.6217,0,3017
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix","DCR",2.2094,75.8461,307.4707,1642.6324,0,3131
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix","EVR",2.0148,79.2753,314.6235,1663.5691,10,3089
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix","FAR",2.0348,75.9138,306.8383,1622.8728,0,3065
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix","LBI",2.0679,83.2826,329.3701,1634.9927,2,3124
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix","LSR",2.1168,76.0959,307.2934,1644.3875,0,3049
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix","LVR",3.0286,116.9584,442.553,2205.1078,10,4237
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix","MAP",1.9564,75.5345,295.2981,1547.9623,0,2925
"DafnyBench","Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix","MCR",2.1525,77.0412,304.0768,1635.9762,0,3082
